UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
MG,31,3102852,Angelândia,8460,9097,77699,"Administração, defesa, educação e saúde públicas e seguridade social",4290,4211
MG,31,3102902,Antônio Carlos,11560,12142,140944,"Administração, defesa, educação e saúde públicas e seguridade social",3529,3177
MG,31,3103009,Antônio Dias,9685,19653,189398,"Administração, defesa, educação e saúde públicas e seguridade social",2337,2656
MG,31,3103108,Antônio Prado de Minas,1677,13455,22389,"Administração, defesa, educação e saúde públicas e seguridade social",3318,5535
MG,31,3103207,Araçaí,2352,24503,58024,"Administração, defesa, educação e saúde públicas e seguridade social",1685,4674
MG,31,3103306,Aracitaba,2112,10603,22382,"Administração, defesa, educação e saúde públicas e seguridade social",3873,5536
MG,31,3103405,Araçuaí,37270,10511,392695,Demais serviços,3896,1583
MG,31,3103504,Araguari,116267,34841,4091891,Demais serviços,839,230
MG,31,3103603,Arantina,2880,16588,47657,"Administração, defesa, educação e saúde públicas e seguridade social",2790,4972
MG,31,3103702,Araponga,8501,10471,89465,"Administração, defesa, educação e saúde públicas e seguridade social",3910,3961
MG,31,3103751,Araporã,6657,175526,1189015,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",18,665
MG,31,3103801,Arapuá,2875,39904,115042,Indústrias de transformação,609,3537
MG,31,3103900,Araújos,8768,34475,310141,"Agricultura, inclusive apoio à agricultura e a pós colheita",864,1883
MG,31,3104007,Araxá,102238,49300,5141111,Demais serviços,343,194
MG,31,3104106,Arceburgo,10373,25310,267724,Demais serviços,1580,2084
MG,31,3104205,Arcos,39249,30888,1229696,Demais serviços,1099,651
MG,31,3104304,Areado,14740,15117,226083,Demais serviços,3026,2339
MG,31,3104403,Argirita,2890,11251,32167,"Administração, defesa, educação e saúde públicas e seguridade social",3701,5398
MG,31,3104452,Aricanduva,5118,8467,43958,"Administração, defesa, educação e saúde públicas e seguridade social",4538,5082
MG,31,3104502,Arinos,18221,11260,205425,"Administração, defesa, educação e saúde públicas e seguridade social",3700,2510
MG,31,3104601,Astolfo Dutra,13937,21248,299985,Indústrias de transformação,2103,1929
MG,31,3104700,Ataléia,14039,9578,131807,"Administração, defesa, educação e saúde públicas e seguridade social",4151,3304
MG,31,3104809,Augusto de Lima,5041,12854,64566,"Administração, defesa, educação e saúde públicas e seguridade social",3419,4509
MG,31,3104908,Baependi,19186,13603,262739,Demais serviços,3282,2112
MG,31,3105004,Baldim,8071,13370,107640,"Administração, defesa, educação e saúde públicas e seguridade social",3332,3643
MG,31,3105103,Bambuí,23850,21983,527978,Demais serviços,2012,1267
MG,31,3105202,Bandeira,5019,8907,44394,"Administração, defesa, educação e saúde públicas e seguridade social",4355,5066
MG,31,3105301,Bandeira do Sul,5674,11142,63943,"Administração, defesa, educação e saúde públicas e seguridade social",3729,4524
MG,31,3105400,Barão de Cocais,31270,22748,727193,Demais serviços,1908,987
MG,31,3105509,Barão de Monte Alto,5706,8697,49123,"Administração, defesa, educação e saúde públicas e seguridade social",4437,4910
MG,31,3105608,Barbacena,134924,19632,2683459,Demais serviços,2341,341
MG,31,3105707,Barra Longa,5799,12382,69634,"Administração, defesa, educação e saúde públicas e seguridade social",3493,4380
MG,31,3105905,Barroso,20693,18446,385190,Demais serviços,2519,1600
MG,31,3106002,Bela Vista de Minas,10381,20978,218505,Indústrias extrativas,2156,2404
MG,31,3106101,Belmiro Braga,3501,13806,48363,"Administração, defesa, educação e saúde públicas e seguridade social",3243,4947
MG,31,3106200,Belo Horizonte,2502557,35245,88951168,Demais serviços,818,4
MG,31,3106309,Belo Oriente,25619,78972,2065747,Indústrias de transformação,96,421
MG,31,3106408,Belo Vale,7816,18669,146387,"Administração, defesa, educação e saúde públicas e seguridade social",2488,3110
MG,31,3106507,Berilo,12431,7577,93651,"Administração, defesa, educação e saúde públicas e seguridade social",4899,3878
MG,31,3106655,Berizal,4661,8499,40114,"Administração, defesa, educação e saúde públicas e seguridade social",4526,5189
MG,31,3106606,Bertópolis,4664,7926,37078,"Administração, defesa, educação e saúde públicas e seguridade social",4743,5274
MG,31,3106705,Betim,417307,54052,23088153,Indústrias de transformação,259,34
MG,31,3106804,Bias Fortes,3685,8743,31588,"Administração, defesa, educação e saúde públicas e seguridade social",4416,5415
MG,31,3106903,Bicas,14413,16974,246883,Demais serviços,2716,2208
MG,31,3107000,Biquinhas,2640,15291,40048,"Administração, defesa, educação e saúde públicas e seguridade social",2992,5191
MG,31,3107109,Boa Esperança,40287,20555,833111,Demais serviços,2208,897
MG,31,3107208,Bocaina de Minas,5174,10642,55179,"Administração, defesa, educação e saúde públicas e seguridade social",3864,4738
MG,31,3107307,Bocaiúva,49600,15891,797235,Demais serviços,2899,929
MG,31,3107406,Bom Despacho,49236,24210,1211510,Demais serviços,1720,657
MG,31,3107505,Bom Jardim de Minas,6653,18241,121192,"Produção florestal, pesca e aquicultura",2544,3446
MG,31,3107604,Bom Jesus da Penha,4150,29316,123213,"Agricultura, inclusive apoio à agricultura e a pós colheita",1208,3415
MG,31,3107703,Bom Jesus do Amparo,5923,12581,75714,Demais serviços,3456,4262
MG,31,3107802,Bom Jesus do Galho,15542,9040,139751,"Administração, defesa, educação e saúde públicas e seguridade social",4310,3197
MG,31,3107901,Bom Repouso,10767,10980,118308,"Administração, defesa, educação e saúde públicas e seguridade social",3769,3492
MG,31,3108008,Bom Sucesso,17858,17067,305619,Demais serviços,2704,1900
MG,31,3108107,Bonfim,7016,12250,85997,Demais serviços,3513,4031
MG,31,3108206,Bonfinópolis de Minas,5831,34946,201431,"Agricultura, inclusive apoio à agricultura e a pós colheita",831,2542
MG,31,3108255,Bonito de Minas,10669,6762,74049,"Administração, defesa, educação e saúde públicas e seguridade social",5245,4295
MG,31,3108305,Borda da Mata,18682,16175,308219,Demais serviços,2852,1892
MG,31,3108404,Botelhos,15324,15304,234481,Demais serviços,2987,2281
MG,31,3108503,Botumirim,6574,7392,48341,"Administração, defesa, educação e saúde públicas e seguridade social",4991,4949
MG,31,3108701,Brás Pires,4604,7912,35999,"Administração, defesa, educação e saúde públicas e seguridade social",4746,5304
MG,31,3108552,Brasilândia de Minas,15727,13612,219226,"Administração, defesa, educação e saúde públicas e seguridade social",3281,2394
MG,31,3108602,Brasília de Minas,32564,9231,302161,"Administração, defesa, educação e saúde públicas e seguridade social",4244,1918
MG,31,3108909,Brasópolis,14934,11163,166200,"Administração, defesa, educação e saúde públicas e seguridade social",3721,2888
MG,31,3108800,Braúnas,5045,18555,92833,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",2503,3899
MG,31,3109006,Brumadinho,37857,51164,1988403,Indústrias extrativas,306,435
MG,31,3109105,Bueno Brandão,11223,12266,137788,Demais serviços,3508,3221
MG,31,3109204,Buenópolis,10589,10881,115277,"Administração, defesa, educação e saúde públicas e seguridade social",3797,3532
MG,31,3109253,Bugre,4134,11158,46259,"Administração, defesa, educação e saúde públicas e seguridade social",3724,5015
MG,31,3109303,Buritis,24351,28390,700922,"Agricultura, inclusive apoio à agricultura e a pós colheita",1281,1020
MG,31,3109402,Buritizeiro,28163,14823,420003,"Administração, defesa, educação e saúde públicas e seguridade social",3076,1506
MG,31,3109451,Cabeceira Grande,6861,26260,182248,"Agricultura, inclusive apoio à agricultura e a pós colheita",1478,2730
MG,31,3109501,Cabo Verde,14298,16070,230284,Demais serviços,2869,2312
MG,31,3109600,Cachoeira da Prata,3721,10360,38436,"Administração, defesa, educação e saúde públicas e seguridade social",3944,5241
MG,31,3109709,Cachoeira de Minas,11567,17051,198579,Demais serviços,2707,2564
MG,31,3102704,Cachoeira de Pajeú,9410,9263,87806,"Administração, defesa, educação e saúde públicas e seguridade social",4240,3997
MG,31,3109808,Cachoeira Dourada,2661,27875,75011,"Administração, defesa, educação e saúde públicas e seguridade social",1321,4274
MG,31,3109907,Caetanópolis,11170,22169,252700,Demais serviços,1992,2177
MG,31,3110004,Caeté,43739,13022,577870,Demais serviços,3382,1191
MG,31,3110103,Caiana,5354,10907,59336,"Administração, defesa, educação e saúde públicas e seguridade social",3793,4639
MG,31,3110202,Cajuri,4121,16588,68143,"Administração, defesa, educação e saúde públicas e seguridade social",2789,4429
MG,31,3110301,Caldas,14396,15724,228453,Demais serviços,2926,2326
MG,31,3110400,Camacho,3109,13220,40507,"Administração, defesa, educação e saúde públicas e seguridade social",3351,5178
MG,31,3110509,Camanducaia,21955,27469,605887,Demais serviços,1358,1154
MG,31,3110608,Cambuí,28669,46223,1348085,Indústrias de transformação,408,610
MG,31,3110707,Cambuquira,13026,17215,224707,"Agricultura, inclusive apoio à agricultura e a pós colheita",2682,2353
MG,31,3110806,Campanário,3733,10314,38748,"Administração, defesa, educação e saúde públicas e seguridade social",3952,5231
MG,31,3110905,Campanha,16431,18285,304028,Demais serviços,2537,1906
MG,31,3111002,Campestre,21392,16351,350563,Demais serviços,2822,1706
MG,31,3111101,Campina Verde,20022,25328,508563,Demais serviços,1575,1303
MG,31,3111150,Campo Azul,3843,8533,32965,"Administração, defesa, educação e saúde públicas e seguridade social",4503,5379
MG,31,3111200,Campo Belo,54076,18067,983869,Demais serviços,2560,769
MG,31,3111309,Campo do Meio,11856,14484,172041,"Administração, defesa, educação e saúde públicas e seguridade social",3131,2828
MG,31,3111408,Campo Florido,7675,64124,505682,"Agricultura, inclusive apoio à agricultura e a pós colheita",159,1309
MG,31,3111507,Campos Altos,15186,21148,325402,"Agricultura, inclusive apoio à agricultura e a pós colheita",2121,1804
MG,31,3111606,Campos Gerais,28879,16440,477705,Demais serviços,2806,1375
MG,31,3111903,Cana Verde,5737,10978,62957,"Administração, defesa, educação e saúde públicas e seguridade social",3770,4549
MG,31,3111705,Canaã,4713,14278,67090,"Administração, defesa, educação e saúde públicas e seguridade social",3161,4454
MG,31,3111804,Canápolis,12005,28615,346723,Demais serviços,1263,1716
MG,31,3112000,Candeias,15108,17227,260943,Demais serviços,2678,2124
MG,31,3112059,Cantagalo,4464,9983,45094,"Administração, defesa, educação e saúde públicas e seguridade social",4035,5044
MG,31,3112109,Caparaó,5454,13071,71746,"Administração, defesa, educação e saúde públicas e seguridade social",3372,4344
MG,31,3112208,Capela Nova,4825,10107,48564,"Administração, defesa, educação e saúde públicas e seguridade social",4000,4932
MG,31,3112307,Capelinha,37330,16000,605890,Demais serviços,2880,1153
MG,31,3112406,Capetinga,7185,16517,118130,"Agricultura, inclusive apoio à agricultura e a pós colheita",2799,3494
MG,31,3112505,Capim Branco,9537,8902,86153,"Administração, defesa, educação e saúde públicas e seguridade social",4358,4027
MG,31,3112604,Capinópolis,16112,23546,382630,Demais serviços,1798,1608
MG,31,3112653,Capitão Andrade,5317,8139,43990,"Administração, defesa, educação e saúde públicas e seguridade social",4644,5078
MG,31,3112703,Capitão Enéas,15074,16680,254158,Indústrias de transformação,2773,2168
MG,31,3112802,Capitólio,8612,23958,208001,Demais serviços,1749,2491
MG,31,3112901,Caputira,9392,7903,74538,"Administração, defesa, educação e saúde públicas e seguridade social",4749,4281
MG,31,3113008,Caraí,23571,6404,152305,"Administração, defesa, educação e saúde públicas e seguridade social",5375,3039
MG,31,3113107,Caranaíba,3319,9508,31368,"Administração, defesa, educação e saúde públicas e seguridade social",4172,5420
MG,31,3113206,Carandaí,25044,19665,499029,Demais serviços,2332,1325
MG,31,3113305,Carangola,33463,15391,516515,Demais serviços,2974,1287
MG,31,3113404,Caratinga,90782,17516,1608693,Demais serviços,2634,526
MG,31,3113503,Carbonita,9507,13448,128344,"Administração, defesa, educação e saúde públicas e seguridade social",3321,3349
MG,31,3113602,Careaçu,6684,22028,148841,Comércio e reparação de veículos automotores e motocicletas,2008,3080
MG,31,3113701,Carlos Chagas,19971,16204,320033,Demais serviços,2846,1829
MG,31,3113800,Carmésia,2600,10582,27821,"Administração, defesa, educação e saúde públicas e seguridade social",3878,5476
MG,31,3113909,Carmo da Cachoeira,12302,18133,223937,"Agricultura, inclusive apoio à agricultura e a pós colheita",2555,2358
MG,31,3114006,Carmo da Mata,11475,14653,169375,Demais serviços,3101,2853
MG,31,3114105,Carmo de Minas,14645,12460,184675,"Administração, defesa, educação e saúde públicas e seguridade social",3476,2704
MG,31,3114204,Carmo do Cajuru,21735,18899,418349,Demais serviços,2448,1513
MG,31,3114303,Carmo do Paranaíba,30782,23894,737380,Demais serviços,1760,981
MG,31,3114402,Carmo do Rio Claro,21338,21031,451284,Demais serviços,2142,1433
MG,31,3114501,Carmópolis de Minas,18619,19241,365482,Demais serviços,2394,1660
MG,31,3114550,Carneirinho,9985,31621,318482,Demais serviços,1049,1839
MG,31,3114600,Carrancas,4096,19107,78529,"Administração, defesa, educação e saúde públicas e seguridade social",2413,4194
MG,31,3114709,Carvalhópolis,3544,14188,50807,"Administração, defesa, educação e saúde públicas e seguridade social",3176,4857
MG,31,3114808,Carvalhos,4633,12005,55428,"Administração, defesa, educação e saúde públicas e seguridade social",3544,4732
MG,31,3114907,Casa Grande,2308,26224,60550,"Produção florestal, pesca e aquicultura",1483,4609
MG,31,3115003,Cascalho Rico,3037,15576,47834,"Administração, defesa, educação e saúde públicas e seguridade social",2956,4962
